curve_id,contigs >= 0bp,contigs >= 1000bp,contigs >= 5000bp,contigs >= 10000bp,contigs >= 25000bp,contigs >= 50000bp,length >= 0bp,length >= 1000bp,length >= 5000bp,length >= 10000bp,length >= 25000bp,length >= 50000bp,Contigs,Largest_contig,Total length,GC%,N50,N90,auN,L50,L90,#Ns_per_kbp
272,208,52,47,47,39,31,6081129,6052193,6041735,6041735,5894976,5606953,54,566123,6053322,60.41,182915,88405,219080.5,11,29,24.65
273,4168,89,42,42,38,31,7567755,6098960,6039569,6039569,5960570,5725727,674,950236,6476590,60.14,201684,35254,284465,10,34,21.72
274,317,154,81,69,57,49,11359018,11312213,11132579,11042105,10872515,10623236,181,1268076,11331136,57.95,245948,81840,389769.5,12,43,10.65
275,7659,1351,137,118,71,41,11185129,8185745,6326576,6186325,5391900,4355540,3773,282783,9888817,60.65,33029,759,65996.1,56,2171,43.74
275_reseq,7632,783,337,207,54,13,9428155,6620609,5735331,4787052,2343524,949993,2479,173575,7751327,60.6,15179,766,23750.9,133,1194,34.17
276,156,44,38,34,29,25,6399351,6372914,6360102,6330350,6259440,6127452,50,1267959,6377838,60.55,267040,102798,489093,6,20,11.62
277,313,161,121,99,72,56,11366063,11326562,11223976,11048350,10646353,10103932,173,657935,11335617,57.94,207312,44021,252321.4,17,59,10.33
278,1360,959,388,198,65,27,9435005,9273561,7810925,6489176,4475066,3144246,1103,548014,9377456,57.57,21502,3247,74713.1,75,543,28.31
278_reseq,287,92,70,67,59,46,9491177,9453356,9396344,9372391,9244518,8779548,104,711095,9460269,57.53,241296,71115,256079.9,14,42,13.79
279,7381,1211,391,191,51,30,14326631,11713517,9987808,8580674,6479440,5761090,2951,893830,12889110,58.74,25848,1103,175695.1,50,1103,43.11
27,256,29,27,25,23,19,5911558,5861539,5857053,5843110,5808337,5673790,34,1021969,5864607,59.96,415534,150858,476426.9,5,15,50.37
280,551,25,19,19,19,15,5106613,4971319,4956247,4956247,4956247,4832561,29,804258,4973702,54.6,390907,146774,430790.8,5,12,11.94
281,1182,285,222,192,123,64,11611188,11466775,11319955,11103348,9967142,7891404,322,584875,11492808,58.07,91639,20144,148347,34,140,12.82
282,261,54,49,44,38,29,5957967,5917538,5904382,5869103,5756140,5424566,60,649567,5921519,60.1,229074,51977,263018.9,9,28,27.51
283,241,47,42,39,31,25,5955632,5921437,5910257,5886471,5759168,5526676,52,760426,5924526,60.1,333652,74271,337670.6,7,22,26.21
284,4576,84,23,22,22,18,6415859,4742973,4669759,4664592,4664592,4515312,850,847762,5233743,55.35,313882,1108,341780.5,6,54,26.77
285,640,67,51,49,45,36,9382378,9238762,9199751,9188101,9119068,8819330,75,816321,9244182,60.24,302413,93877,354642.4,10,30,15.33
286,239,54,47,47,42,34,9249842,9208583,9188126,9188126,9104839,8838718,59,816217,9211770,60.2,301806,92363,375363,10,28,14.9
287,453,324,245,181,96,48,11749996,11712516,11516204,11068986,9722073,8017005,349,816148,11729457,57.63,119495,15399,235444.5,21,140,15.93
288,2005,1137,558,298,116,68,17677613,17415566,15882647,14092207,11299337,9638836,1298,405997,17532829,58.21,66435,5139,118832.1,54,538,28.88
289,138,35,35,32,29,25,5880984,5858100,5858100,5835276,5785075,5651355,37,759536,5859377,59.99,266533,91286,388153.1,6,20,35.98
28,357,51,48,43,38,31,6252154,6193362,6188137,6152134,6072166,5792125,58,608897,6197997,60.65,256673,55976,282285.9,8,27,31.07
290,246,39,32,31,26,25,6623752,6577907,6563845,6554016,6459669,6433757,43,1295003,6580490,59.33,508385,102956,584597.6,4,19,48.16
291,193,25,20,20,19,17,4762096,4725223,4716784,4716784,4703931,4624930,30,704994,4728248,55.87,345359,142176,390734.2,5,13,37.46
292,4250,1691,94,42,33,30,10603598,9369742,6214411,5894640,5744914,5652595,2728,496577,10120632,58.66,96387,1170,149518.4,22,1451,36.67
293,8005,1079,62,57,46,38,10487312,7492991,5970627,5937764,5756909,5473637,3158,494746,8933851,58.96,99003,760,129291,25,1708,34.79
294,134,24,19,19,19,16,4994049,4971186,4957506,4957506,4957506,4861313,26,816245,4972672,54.59,572471,119495,457525.5,4,13,9.77
295,155,27,19,19,18,15,5015694,4985993,4970479,4970479,4952440,4851759,34,1087680,4990368,55.44,465773,124314,519967.4,4,12,21.82
296,316,13,12,11,10,8,3931318,3860646,3859303,3853735,3829572,3751990,17,2197798,3863008,38.6,2197798,134836,1372176,1,6,27.93
297,112,30,21,21,20,17,5005205,4988055,4970996,4970996,4952957,4852484,33,929629,4990009,55.43,373537,108381,458850.2,4,14,19.92
298,3791,1959,263,111,76,40,11772388,10835493,7237080,6223374,5664608,4416074,2794,622877,11456678,61.05,23060,1383,81382.2,79,1513,34.73
299,222,38,34,33,27,25,6254657,6211725,6201324,6191852,6096596,6018933,44,810039,6215565,61.04,352425,105121,353654.2,7,21,21.99
29,227,50,42,42,39,31,6271352,6227794,6211647,6211647,6162523,5869468,61,576593,6234758,60.87,255985,72092,245478.9,10,28,18.88
2,82,28,25,25,24,21,5745572,5735169,5726859,5726859,5710301,5588707,30,1152415,5736540,60.59,399872,104737,497181,5,17,12.17
300,4189,1091,374,138,50,34,11960638,10874431,9038406,7410038,6143212,5589198,1496,710267,11140513,58.37,51730,2955,141194,34,629,21.49
301,6184,577,39,37,32,25,9314637,6770641,6056930,6041251,5948802,5712973,2474,689697,8081048,59.22,187086,765,253708,11,1154,38.84
302,296,21,20,19,19,18,5020506,4951483,4949696,4942995,4942995,4911510,28,921754,4956051,55.79,371337,118214,451400.9,4,13,33.92
303,387,46,41,41,39,34,6642067,6562953,6551872,6551872,6521194,6333638,50,581026,6565648,60.81,234298,80365,253885.2,11,28,23.01
304,313,43,39,39,36,28,6625131,6561447,6549961,6549961,6492195,6176029,49,827125,6565558,60.81,284034,83771,322034.5,8,25,25.47
305,360,48,42,41,37,32,6642951,6568537,6552750,6544965,6484002,6273433,52,615450,6571527,60.81,255306,83179,278882.7,9,27,23.02
306,143,36,31,30,27,26,5889440,5864254,5853105,5845034,5788428,5751901,41,759399,5867319,62.86,264915,103928,362048.9,7,20,20.64
307,215,33,30,29,25,24,5910950,5866232,5859190,5851119,5781236,5731320,38,955309,5869436,62.86,283014,106780,388673.3,6,18,29.93
308,154,36,32,31,27,25,5893516,5864015,5855670,5847599,5777688,5705664,42,954640,5867946,62.86,244337,100247,388748.2,7,20,26.96
309,234,44,34,33,29,22,4987865,4938848,4918233,4910063,4853747,4590677,52,774283,4944427,53.42,240451,80017,309363.5,7,20,19.96
30,156,27,22,21,21,17,4796252,4770836,4765081,4758330,4758330,4609538,28,1369645,4771457,55.05,320408,114974,573427.7,4,14,20.52
310,862,46,43,41,35,28,6224580,6022962,6010980,5997255,5885855,5594230,51,525018,6025956,60.31,260454,68700,269145.8,9,26,25.04
311,382,48,42,38,34,29,6731639,6661211,6649281,6624790,6558247,6358583,61,701769,6669342,59.42,290101,90398,339068.7,7,24,38.22
312,790,21,19,18,16,14,4641814,4439841,4437474,4432303,4396359,4330394,23,1229865,4441242,61.05,415644,138852,544948.8,4,12,11.8
313,145,24,17,15,15,12,4105012,4078721,4061217,4048815,4048815,3960824,28,736110,4080896,57.31,444216,126207,461717.1,4,10,21.74
314,307,52,49,47,42,38,5810689,5746199,5742521,5731719,5639330,5511309,63,413651,5753886,61.26,172983,74895,183919.9,12,33,16.28
315,413,54,52,49,44,37,5834920,5742123,5739495,5718796,5626404,5390490,64,458656,5749119,61.26,155225,63693,202032.3,11,34,20.89
316,298,52,50,47,42,39,5807013,5747085,5744457,5723885,5631495,5542701,60,413531,5752554,61.26,166285,68066,175824.2,13,33,22.67
317,229,24,18,18,17,14,4580035,4534289,4522878,4522878,4505584,4388043,27,1788119,4536178,54.24,533593,98699,875880.3,2,11,8.64
318,107,31,29,27,26,19,4633585,4619473,4617218,4602460,4580704,4318035,34,1215150,4621480,55.33,216356,66142,456417.9,6,17,15.23
318_reseq,900,640,266,109,25,9,4604062,4492442,3516970,2390533,1159689,616777,738,93829,4565558,55.34,10922,2820,20533.9,99,426,36.1
319,475,44,34,31,23,19,5113304,5003888,4984387,4965595,4841117,4691167,53,514481,5009909,64.17,328815,66478,315737.7,6,17,18.24
31,419,28,23,23,23,20,6002892,5904544,5895883,5895883,5895883,5775226,32,778397,5907334,60.84,496077,109920,450131.2,5,14,13.37
320,118,39,36,34,31,25,4632467,4616992,4609975,4595213,4538673,4324165,41,576126,4618451,55.33,176233,66142,218222,9,23,13.53
320_reseq,124,39,36,34,32,24,4632069,4616733,4609618,4594860,4560765,4267805,42,425654,4618820,55.32,202373,58029,205027.3,9,23,11.73
321,384,27,20,19,18,15,4702803,4610985,4594904,4588806,4577111,4460097,31,988895,4614040,54.18,394072,117421,495421.8,4,12,4.33
322,93,18,17,16,16,15,3697931,3683266,3681650,3676103,3676103,3649611,21,802902,3685535,38.79,359932,90804,465279.9,3,11,35
323,435,34,29,27,23,22,6076342,5984646,5974685,5961680,5899403,5868010,36,832158,5986162,60.01,480627,124125,431830.7,5,15,29.57
324,315,23,20,19,18,15,4990269,4924114,4919709,4912283,4899435,4778399,27,824971,4926697,55.78,571701,118198,469661.5,4,12,38.1
325,217,52,47,43,38,35,6024508,5992957,5982333,5958247,5874709,5769820,55,517672,5994741,60.01,277464,63291,272856.8,8,28,23.6
326,287,52,49,46,39,33,6041078,5990932,5985295,5966817,5859806,5607566,57,528130,5994311,60.01,228321,64131,238757.1,9,30,22.04
327,288,38,34,32,31,27,5570994,5510644,5501635,5486699,5468969,5330572,41,480016,5512624,60.83,247997,103003,252251.3,9,22,17
329,314,19,15,15,15,13,4436744,4364266,4359260,4359260,4359260,4278440,23,977868,4367082,54.38,377842,135040,523668.2,4,10,11.33
329_reseq,321,165,125,96,52,20,4388005,4347006,4243401,4027632,3292753,2194060,176,360317,4355667,54.38,53252,12749,89641.7,20,87,20.46
32,125,25,21,21,21,18,5926702,5905985,5899006,5899006,5899006,5777796,28,778383,5908357,60.84,571433,149840,470362.7,5,13,14.61
330,182,34,32,29,29,26,5538662,5504723,5498934,5477720,5477720,5361897,42,623365,5510054,60.83,294010,88010,326629,6,20,23.97
331,246,26,23,23,21,20,6785778,6730723,6723136,6723136,6680247,6650110,27,1102613,6731664,58.94,489604,176640,519120.5,5,15,6.88
332,184,34,32,31,30,26,6488615,6454311,6451982,6446881,6422584,6246328,38,766459,6456822,61.36,374693,79753,361873.8,7,20,31.04
333,250,23,19,18,18,18,4664927,4609211,4603367,4595243,4595243,4595243,27,519550,4611872,55.77,346843,120115,349800.3,6,13,9.02
334,399,126,120,106,80,42,7641323,7577326,7564525,7453191,7012097,5603736,138,379253,7585375,58.84,123107,29596,145232.8,19,74,29.62
335,2828,1847,443,151,10,0,8125732,7609460,4311320,2324758,314501,0,2334,44929,7971505,58.66,5484,1465,8055.3,382,1494,59.39
355_reseq,368,170,152,130,92,52,8330273,8280193,8234185,8069437,7414471,5953990,183,345902,8288869,58.65,89563,24577,115877.2,26,94,28.42
336,180,47,41,39,35,32,6644737,6615341,6598968,6581565,6512809,6412248,52,495647,6618386,59.41,259571,93692,260764.1,10,26,13.93
337,187,27,24,23,23,23,6753233,6713662,6707434,6702091,6702091,6702091,34,895396,6718838,59.04,421617,124741,446285.4,6,16,9.32
338,445,48,40,39,34,28,6475975,6372971,6354026,6344766,6256745,6044751,55,649316,6377176,59.33,267816,82599,294334.1,9,24,11.15
339,372,172,142,110,67,38,5581304,5535031,5457255,5202335,4459705,3416435,187,189221,5545714,55.52,59499,15953,75233.8,27,94,26.9
339_reseq,238,26,18,17,16,12,5603415,5553796,5534144,5528760,5517684,5394627,33,1377231,5558539,55.53,523064,233897,675644.3,4,10,12.67
33,207,28,24,24,24,20,5940696,5902560,5895407,5895407,5895407,5740874,30,724571,5904064,60.84,369298,139483,418640.2,6,15,14.04
340,290,45,40,35,31,27,6494412,6435937,6424345,6392568,6325808,6201675,50,708380,6439258,58.68,303824,83026,331994.3,8,22,17.94
341,122,20,15,15,14,11,4814400,4789029,4775718,4775718,4763270,4683713,27,1476565,4792970,51.88,1113689,145200,841015.2,2,8,22.6
342,351,49,46,41,39,35,6541161,6469067,6461668,6426926,6389407,6262785,51,569649,6470142,58.69,237970,69930,247170.4,10,28,29.98
343,480,114,104,91,69,42,7344972,7272868,7249720,7151336,6766943,5790910,130,714611,7282789,60.97,117171,31418,205542.2,15,62,14.57
344,211,40,34,33,31,29,6242141,6204594,6190045,6182162,6146094,6073125,44,616651,6207843,58.84,263621,100075,299185.2,8,23,17.11
345,152,12,9,8,8,6,5187381,5152804,5147593,5141970,5141970,5060721,12,3260485,5152804,34.21,3260485,424564,2238832.4,1,4,11.39
346,173,14,11,10,9,6,5190632,5150620,5145487,5139864,5122895,5018138,14,2543228,5150620,34.21,675223,424564,1523762.9,2,5,13.28
346_reseq,1146,874,329,115,16,2,5115549,4976215,3504592,2005970,566919,101652,1006,51031,5071965,34.23,7799,2442,11633.6,176,626,38.07
347,273,43,39,36,34,31,6477672,6426559,6420336,6397010,6374092,6237266,46,817494,6428391,58.91,266818,78765,306069.3,9,25,43.23
348,245,64,58,56,46,35,6600965,6561877,6548096,6530386,6344031,5901867,68,615360,6564542,60.81,175507,49170,227876.8,12,36,25.71
349,238,61,55,55,48,37,6600133,6562030,6547880,6547880,6413214,6004257,67,517287,6565942,60.81,174740,70042,213682,12,36,25.91
34,111,28,26,25,25,24,5924494,5908607,5905825,5900404,5900404,5862010,29,1000295,5909557,60.84,431026,109116,447409.8,5,18,12.73
350,271,54,50,49,46,40,6614133,6565308,6553836,6545572,6491407,6272425,58,705823,6567998,60.81,177449,69609,227159.7,12,34,26.61
351,962,48,40,39,35,28,6102581,5878906,5862637,5854581,5788901,5535551,55,920217,5883870,39.73,229401,68237,405082.1,6,24,10.06
352,314,30,22,22,20,18,6417470,6344405,6322239,6322239,6285843,6217849,37,1393309,6349203,61.94,724328,144425,719481.9,3,13,6.8
353,249,24,21,20,20,16,7460323,7404262,7395023,7388563,7388563,7241211,29,1244378,7407341,62.81,788338,166156,763684.3,4,11,8.32
354,134,44,39,37,33,29,5883382,5863825,5852211,5835041,5767920,5618838,50,553379,5867702,62.86,272299,77683,270285.4,8,24,32.82
355,168,42,27,26,23,21,7276375,7248778,7211870,7206246,7155753,7082493,48,1131774,7252788,61.95,466592,143874,522097.4,6,16,19.29
356,738,81,59,41,27,17,6240613,6097070,6035701,5909001,5657507,5283012,93,1235554,6104242,37.35,974411,35621,702814.1,3,22,19.38
357,156,40,32,32,30,25,6645516,6624429,6607527,6607527,6571765,6353562,42,531935,6625541,60.07,364328,96232,316011.2,8,21,32.44
358,187,35,32,31,27,22,6808257,6779760,6773997,6768889,6677495,6472974,39,1082517,6782049,59.72,416076,89224,480243.5,6,17,21.45
359,345,58,52,49,43,35,6712371,6660888,6649211,6631067,6519949,6207300,67,613010,6666421,59.42,198441,58953,261905.6,10,32,40.49
35,190,28,24,24,22,21,5735311,5696432,5688034,5688034,5654474,5620658,35,821671,5701218,60.96,532901,107903,475289.2,5,15,9.56
360,54,14,12,11,10,9,4141164,4132925,4130387,4124894,4105209,4068996,14,1001131,4132925,64.98,612288,186791,611872.4,3,8,16.89
361,91,28,27,24,23,18,3318182,3303847,3302246,3280071,3265610,3061587,29,566736,3304463,71.68,173233,68798,254341.2,5,17,10.83
362,49,19,18,17,16,14,4444424,4438591,4437379,4432109,4407877,4343696,20,1230030,4439571,61.05,416069,138595,547091.9,4,12,6.82
363,66,17,14,13,13,12,4552550,4540863,4531456,4525665,4525665,4486692,19,1241199,4542354,61.16,534133,142631,656740.2,3,8,10.9
364,44,18,17,16,15,15,4444213,4438573,4437361,4432190,4407990,4407990,19,826013,4439553,61.05,403101,150378,401492.9,5,12,4.84
365,465,165,151,141,102,67,9034278,8956116,8919979,8844757,8174331,6889464,182,255091,8967745,71.19,89406,28523,104007.6,32,99,21.03
366,132,59,51,49,42,33,5791644,5776096,5755407,5741273,5638456,5337276,60,553900,5777006,68.63,200370,62870,213938.4,11,31,6.66
367,124,27,19,17,15,12,4098505,4078211,4060596,4045928,4009806,3912023,31,693790,4080386,57.31,393354,137591,419312.8,4,10,21.98
368,128,23,22,20,18,15,5392894,5369478,5368390,5355835,5328919,5204981,26,854003,5371392,55.25,370586,164487,473597.4,5,12,5.4
369,181,55,54,51,45,37,5771940,5743316,5742128,5721062,5607535,5336507,64,413659,5749474,61.26,149265,59434,194208.4,12,34,18.66
36,184,30,27,25,24,20,6321592,6285471,6279783,6266654,6246462,6085349,30,842558,6285471,58.73,373014,114446,462685.7,5,16,22.66
370,134,24,17,15,15,12,4100473,4077190,4061441,4049036,4049036,3951402,28,729570,4079365,57.31,393354,141731,406263.9,4,10,14.46
371,210,48,42,41,34,28,5535907,5495514,5482634,5477213,5362723,5145519,58,538130,5502134,67.48,183841,105682,222834.3,10,25,21.54
372,278,44,31,29,27,21,5322950,5275456,5240104,5221962,5186771,4933916,50,1054960,5279192,36.41,401546,54249,463643.1,5,18,22.26
373,477,207,165,131,62,25,5135144,5069502,4964710,4723218,3585619,2287559,227,239466,5083168,66.33,44141,12593,66123.3,31,118,59.81
374,70,12,11,10,9,9,4491217,4477326,4474202,4468673,4453212,4453212,15,1174940,4479395,64.33,753891,186795,797809.9,3,6,9.69
375,37,11,10,9,8,8,4483574,4477308,4474184,4468655,4452492,4452492,14,1174091,4479218,64.33,753916,659327,837559,3,5,10.29
376,85,22,21,20,19,18,4489609,4475143,4473604,4465389,4454259,4419114,27,757825,4478956,56.87,319438,109550,385694.6,5,14,13.33
377,129,38,29,25,21,19,5028182,5007671,4989739,4963287,4910950,4820664,45,781052,5012220,64.17,400700,86327,382361.6,5,15,18.16
378,132,15,14,13,13,11,4190223,4162086,4160767,4155095,4155095,4077237,16,1192926,4162620,61.1,483654,178529,596202.5,3,9,9.8
379,140,35,26,23,20,17,5029407,5006633,4988081,4969115,4926360,4821412,42,880504,5011182,64.17,400915,97804,424039.3,5,13,20.47
37,310,85,78,69,59,41,6868251,6818853,6798606,6740538,6576642,5887959,91,449736,6822146,59.93,144380,42903,166565.9,16,47,26.33
380,180,39,35,33,28,25,5527713,5495849,5484909,5471489,5396199,5277967,48,548240,5502154,61.37,290212,82166,287818.2,7,21,10.78
381,95,51,49,48,42,32,4283664,4274627,4270430,4265293,4174992,3815578,53,359862,4276284,66.68,126242,44571,154278.1,11,33,25.65
382,157,30,30,27,26,24,5577423,5547693,5547693,5528645,5505788,5433274,37,651288,5552201,60.79,344255,84352,354721.8,6,18,23.27
383,166,33,30,27,24,22,5574831,5546699,5539488,5519302,5459284,5386889,38,591656,5550208,60.79,294212,113310,334574.8,7,17,16
384,393,77,60,51,36,21,6157045,6088063,6039190,5985317,5762098,5202851,95,800851,6100682,36.95,367071,38201,408814.2,5,28,17.82
385,213,51,48,44,39,27,6020665,5990922,5985285,5957283,5876254,5391024,55,762485,5993553,60.01,225600,49894,310565,8,28,22.97
386,182,30,27,25,25,24,5542133,5509905,5502767,5489395,5489395,5452753,33,741029,5511885,60.83,293246,113224,323242.5,7,19,24.95
387,425,80,62,52,35,16,6032406,5958278,5914419,5845041,5589267,4868468,94,1104527,5968312,37.04,375069,36297,486308.3,5,28,13.24
388,214,30,26,26,24,21,5531931,5485321,5472290,5472290,5442514,5321524,31,874906,5485872,68.08,304356,125070,398959.1,6,16,2.66
389,91,21,16,16,16,16,4621906,4608074,4598727,4598727,4598727,4598727,25,647541,4610735,55.77,421206,120103,410733,5,12,12.86
38,496,72,63,60,53,42,6536195,6437192,6417366,6397523,6274482,5917779,76,404114,6439847,59.67,160573,58243,176014.1,14,40,17.5
390,196,32,29,29,26,24,6643712,6606299,6600336,6600336,6553026,6474204,41,801353,6612270,59.14,318741,143884,400077.2,7,18,23.56
391,152,39,34,32,30,27,6643539,6616905,6601649,6588568,6557927,6455856,46,719092,6621549,59.41,310050,123286,355466.4,7,21,19.68
392,155,35,30,28,25,21,6569792,6541231,6529368,6518999,6474961,6299251,45,699651,6548024,59.15,482593,124329,403369.8,6,17,8.28
393,115,32,27,21,21,18,5728181,5708831,5695443,5660177,5660177,5577770,36,1477035,5711172,55.48,361178,116145,625004.1,4,14,15.43
394,108,31,26,22,22,19,5727877,5709805,5696417,5672239,5672239,5589832,36,883334,5712711,55.48,356934,116145,433688.9,5,15,12.15
395,160,26,18,17,16,13,5581695,5552557,5534047,5528663,5517509,5428759,33,1376418,5557279,55.53,491845,234003,654073.1,4,11,16.19
396,670,63,58,55,49,39,7738317,7587845,7580047,7556733,7471415,7121565,72,710517,7593717,63.06,218326,61068,299180.8,10,34,22.7
397,256,45,42,42,37,31,6525648,6481270,6472980,6472980,6395041,6164676,49,642061,6483963,58.79,224516,83118,278474.5,9,27,44.11
398,161,20,15,15,14,11,4823808,4789530,4775824,4775824,4763376,4683820,26,1476837,4793082,51.88,1113689,145200,841143.3,2,8,22.41
399,290,39,32,30,30,28,7100456,7038168,7016929,7000811,7000811,6942252,42,621866,7039957,60.27,315864,120827,351743.4,8,21,14.69
39,526,50,46,42,41,34,6202567,6093632,6085561,6061972,6037598,5782386,55,598866,6096569,60.73,199006,60762,263723,9,29,50.08
3,166,47,41,40,34,32,6655610,6630132,6622278,6617241,6519179,6452395,51,551847,6632668,59.23,255811,94439,290625.3,9,26,12.42
400,162,37,31,30,29,27,6225457,6205099,6193511,6188126,6174568,6098274,38,723266,6205674,58.84,272968,113801,346748.5,7,21,24.27
40,244,16,14,14,13,12,6651393,6597210,6590563,6590563,6572628,6523598,17,963727,6597824,58.97,627639,339108,636177.9,4,10,46.47
41,208,59,52,49,44,34,6571383,6537995,6520617,6498994,6396248,6052324,63,435834,6540918,60.92,237721,73059,222090.6,11,32,11.73
42,4544,190,32,31,30,27,8309677,6552489,6347479,6338724,6322077,6198777,1212,866582,7228595,58.68,274555,1082,348364.6,7,146,10.64
43,252,31,28,27,25,23,6780127,6725936,6717993,6712614,6666971,6577330,37,648642,6729796,59.06,299237,157725,360233.1,8,18,17.67
44,208,26,24,24,24,22,6244218,6201482,6194913,6194913,6194913,6131232,28,783024,6202971,59.31,570438,101234,465754.7,5,16,11.43
45,381,44,34,33,30,28,6942234,6862636,6837914,6832086,6794099,6717092,53,808370,6867831,59.03,394062,83153,400749.9,7,20,21.59
46,318,41,32,32,29,27,6989529,6926574,6908668,6908668,6860396,6787671,50,869862,6932158,59.02,315705,88535,422174.1,7,19,32.17
47,166,33,30,29,26,25,6689503,6656063,6652631,6646975,6601686,6554038,36,818179,6658523,59.23,394901,114717,378754.4,7,19,10.72
48,1238,40,34,34,33,29,6753354,6426564,6411442,6411442,6395676,6267775,60,745803,6438509,61.23,310178,97484,342209.4,7,23,6.77
49,262,48,44,42,33,25,5959971,5912489,5905586,5892290,5735112,5456908,53,569625,5915924,60.02,349164,69008,318294.6,7,23,28.5
4,108,23,22,22,19,17,5616685,5596498,5594171,5594171,5548265,5470861,27,766272,5599294,60.04,391621,125522,420812.5,6,14,44.06
50,4802,624,39,37,36,33,9105745,7179280,6348313,6333349,6316702,6199736,2140,651952,8229441,56.19,179240,857,221315.6,13,871,17.38
51,231,59,49,44,40,34,6407877,6363750,6346380,6308625,6245791,5992099,75,419418,6374205,60.21,179977,83474,212900.1,12,31,45.59
52,283,88,81,73,66,41,6447485,6403919,6389866,6330155,6215189,5311792,98,349506,6410550,60.13,131566,36821,148911.1,16,52,48.01
53,207,56,50,49,40,29,5128841,5100663,5086687,5080287,4935683,4528970,60,550265,5102710,61.85,156179,47752,222902.8,9,31,14.07
54,875,599,404,254,78,30,11163832,11100978,10518742,9425545,6705623,5103197,627,905433,11122102,61,38359,7302,176292.5,41,322,14.11
55,310,33,28,28,25,21,6249482,6184817,6174697,6174697,6130271,5978677,38,751285,6187987,60.05,445831,89101,409211.4,6,16,6.3
56,1067,22,20,19,17,16,6614544,6337235,6332891,6327638,6287352,6254015,27,896702,6340489,59.1,469205,283281,544499.4,5,12,14.56
57,275,52,47,47,42,36,6561625,6512837,6502654,6502654,6420313,6195243,54,511238,6513947,60.8,217555,68993,229015.7,11,31,9.35
58,1015,42,37,37,37,31,10120615,9872291,9862943,9862943,9862943,9675785,51,1164551,9877681,56,433552,127986,517806.5,8,23,8.02
59,591,16,13,13,13,10,5421340,5275117,5266137,5266137,5266137,5175112,20,1556128,5277702,55.21,534141,252972,829059.1,3,8,11.24
5,183,66,58,57,47,38,6652151,6628381,6612692,6607508,6452191,6105077,71,532731,6631547,59.23,162319,55995,219262.4,12,36,9.42
60,226,32,29,28,24,23,6012940,5973348,5968651,5963362,5896328,5865835,36,660126,5975621,59.8,394220,110309,379681.5,6,17,52.81
61,98,31,27,26,21,17,4420157,4405797,4398327,4393181,4300953,4158304,32,783628,4406510,61.62,311736,89766,367648.8,5,15,31.43
62,117,23,20,20,20,17,4863768,4843485,4837372,4837372,4837372,4748739,26,626275,4845571,55.49,438809,116243,393566.5,5,13,10.17
63,747,14,13,12,11,8,4234768,4047042,4044568,4039025,4015276,3909221,19,1614359,4050276,38.5,759431,180606,924572.7,2,6,21.88
64,264,51,41,38,32,26,6296680,6248980,6233051,6208848,6105947,5912385,59,779445,6254002,59.96,307481,83640,339937.1,7,22,14.23
65,214,16,14,14,13,9,5213809,5170912,5166635,5166635,5149137,4992902,20,979161,5173871,61.91,842379,254597,687319,3,8,13.76
66,167,37,33,31,29,23,5093357,5065880,5058282,5046487,5015466,4797296,45,560001,5071127,61.97,289448,73046,278226.3,7,20,9.82
67,176,34,30,29,23,21,6106986,6079823,6071380,6066136,5963648,5899960,36,806576,6081011,60.29,547433,107098,439758,5,16,37.44
68,208,51,47,47,43,38,6765473,6729127,6718822,6718822,6650216,6451489,56,628615,6732001,60.42,173299,65718,263622.1,11,32,24.29
69,401,36,32,32,31,27,6075350,5982218,5973644,5973644,5961809,5823663,41,703226,5985341,60.73,330339,92893,343993.5,7,21,16.36
6,154,54,45,44,39,36,6648613,6627886,6608583,6600471,6529778,6422313,59,435753,6631052,59.23,220941,84557,229287.8,11,30,11.51
70,376,45,40,36,33,31,6144442,6071100,6057591,6032598,5974937,5888842,47,591131,6072132,60.31,210380,80044,292834.3,8,25,24.27
71,193,45,40,37,32,23,6116199,6085822,6073463,6049251,5966682,5601224,52,811703,6090507,60.26,303689,64231,360832.8,7,22,13.07
72,189,39,37,34,29,27,5681649,5649176,5644906,5618270,5537770,5443570,47,690116,5654300,60.1,242688,87700,323130.3,7,23,42.73
73,143,16,13,13,11,10,5246769,5220520,5212022,5212022,5180956,5140787,21,1715581,5224557,61.77,988029,251598,918969.3,2,8,14.11
74,299,87,75,71,59,43,6724897,6680067,6652598,6619953,6433875,5805502,98,530744,6686755,60.45,130841,44872,185971.1,14,48,54.2
75,214,37,35,34,30,26,5693865,5657143,5653000,5647894,5564504,5438300,40,726741,5659138,59.34,282354,93449,320125.1,7,21,57.71
76,258,33,30,27,26,20,4397975,4350110,4345632,4322898,4305416,4064056,38,583073,4353264,66.98,260871,72696,291199.5,6,18,20.7
77,318,49,47,46,37,29,5973164,5917317,5911635,5902949,5749901,5472890,56,835629,5921853,59.94,177759,79584,286291.9,10,27,58.11
78,208,27,25,24,19,15,5820828,5778002,5773706,5767868,5671737,5521941,35,1147298,5782607,59.83,507175,122056,563759.8,4,12,48.33
79,199,31,28,28,25,23,6238024,6200798,6191843,6191843,6126383,6034660,43,503511,6208692,59.45,323023,135058,306332.4,9,19,57.11
7,188,67,54,50,43,35,5895739,5869666,5848802,5824390,5685230,5437088,72,438378,5873126,60.34,162316,59195,186149.7,12,33,15.39
80,195,29,27,26,22,19,5895771,5862107,5857621,5852309,5785548,5657222,32,968552,5864300,59.96,360450,134849,486535.8,5,15,57.13
