"Year","Month","Site","Temperature","Site_initials","Climate profile","start_month","end_month","growth_season_length"
2013,10,"Anza Borrego HQ ",27.2316946684588,"AB","Hot variable",7,3,253
2013,10,"Deep Canyon ",27.5190681003584,"DC","Hot variable",8,1,141
2013,10,"Elliott ",23.3014068100358,"EC","Hot variable",8,3,205
2013,10,"James ",8.35149730579255,"SJ","Cold variable",7,2,205
2013,10,"McLaughlin ",18.8898891129032,"M","Hot stable",9,2,157
2013,10,"Pinyon Crest",21.4159127569832,"PF","Hot variable",7,3,221
2013,11,"Anza Borrego HQ ",20.9219722222222,"AB","Hot variable",7,3,253
2013,11,"Deep Canyon ",21.3480405092593,"DC","Hot variable",8,1,141
2013,11,"Elliott ",19.1695324074074,"EC","Hot variable",8,3,205
2013,11,"James ",4.41515730613426,"SJ","Cold variable",7,2,205
2013,11,"McLaughlin ",14.0994108796296,"M","Hot stable",9,2,157
2013,11,"Pinyon Crest",16.1744379721887,"PF","Hot variable",7,3,221
2013,12,"Anza Borrego HQ ",15.3131971326165,"AB","Hot variable",7,3,253
2013,12,"Deep Canyon ",15.5666897401434,"DC","Hot variable",8,1,141
2013,12,"Elliott ",15.5086426971326,"EC","Hot variable",8,3,205
2013,12,"James ",1.23946106854936,"SJ","Cold variable",7,2,205
2013,12,"McLaughlin ",9.0712017249104,"M","Hot stable",9,2,157
2013,12,"Pinyon Crest",12.0010625471705,"PF","Hot variable",7,3,221
2014,1,"Anza Borrego HQ ",18.5776181675627,"AB","Hot variable",7,3,253
2014,1,"Deep Canyon ",18.5663664874552,"DC","Hot variable",8,1,141
2014,1,"Elliott ",18.1786951164875,"EC","Hot variable",8,3,205
2014,1,"James ",2.56639023631956,"SJ","Cold variable",7,2,205
2014,1,"McLaughlin ",11.7608774641577,"M","Hot stable",9,2,157
2014,1,"Pinyon Crest",15.4811638156345,"PF","Hot variable",7,3,221
2014,2,"Anza Borrego HQ ",21.5390736607143,"AB","Hot variable",7,3,253
2014,2,"Elliott ",18.0132080853175,"EC","Hot variable",8,3,205
2014,2,"James ",4.18193562670455,"SJ","Cold variable",7,2,205
2014,2,"McLaughlin ",11.1081164434524,"M","Hot stable",9,2,157
2014,2,"Pinyon Crest",16.8237040770609,"PF","Hot variable",7,3,221
2014,3,"Anza Borrego HQ ",24.8087130376344,"AB","Hot variable",7,3,253
2014,3,"Elliott ",20.470351702509,"EC","Hot variable",8,3,205
2014,3,"Pinyon Crest",18.5169752158684,"PF","Hot variable",7,3,221
2014,3,"SNARL ",6.03109484744624,"S","Cold variable",3,7,128
2014,4,"SNARL ",11.9620855417824,"S","Cold variable",3,7,128
2014,5,"SNARL ",16.9603686155914,"S","Cold variable",3,7,128
2014,6,"SNARL ",24.455459375,"S","Cold variable",3,7,128
2014,7,"Anza Borrego HQ ",40.9313037634409,"AB","Hot variable",7,3,253
2014,7,"James ",25.5912992831541,"SJ","Cold variable",7,2,205
2014,7,"Pinyon Crest",35.8175242690737,"PF","Hot variable",7,3,221
2014,7,"SNARL ",24.330642921147,"S","Cold variable",3,7,128
2014,8,"Anza Borrego HQ ",37.3617596326165,"AB","Hot variable",7,3,253
2014,8,"Deep Canyon ",37.7226601702509,"DC","Hot variable",8,1,141
2014,8,"Elliott ",30.9757952508961,"EC","Hot variable",8,3,205
2014,8,"James ",19.4528505824373,"SJ","Cold variable",7,2,205
2014,8,"Pinyon Crest",32.7826530203862,"PF","Hot variable",7,3,221
2014,9,"Anza Borrego HQ ",37.5963935185185,"AB","Hot variable",7,3,253
2014,9,"Deep Canyon ",36.168224537037,"DC","Hot variable",8,1,141
2014,9,"Elliott ",31.2886944444444,"EC","Hot variable",8,3,205
2014,9,"James ",17.1222476851852,"SJ","Cold variable",7,2,205
2014,9,"McLaughlin ",25.7911539351852,"M","Hot stable",9,2,157
2014,9,"Pinyon Crest",30.7500126557819,"PF","Hot variable",7,3,221
2014,10,"Anza Borrego HQ ",30.5927105734767,"AB","Hot variable",7,3,253
2014,10,"Deep Canyon ",30.6107728494624,"DC","Hot variable",8,1,141
2014,10,"Elliott ",27.0272121415771,"EC","Hot variable",8,3,205
2014,10,"James ",11.9132140456989,"SJ","Cold variable",7,2,205
2014,10,"McLaughlin ",20.0888765681004,"M","Hot stable",9,2,157
2014,10,"Pinyon Crest",25.8659127569832,"PF","Hot variable",7,3,221
2014,11,"Anza Borrego HQ ",21.5766886574074,"AB","Hot variable",7,3,253
2014,11,"Deep Canyon ",21.4679212962963,"DC","Hot variable",8,1,141
2014,11,"Elliott ",21.0073680555556,"EC","Hot variable",8,3,205
2014,11,"James ",5.00827780078941,"SJ","Cold variable",7,2,205
2014,11,"McLaughlin ",13.8472731481481,"M","Hot stable",9,2,157
2014,11,"Pinyon Crest",17.6244379721887,"PF","Hot variable",7,3,221
2014,12,"Anza Borrego HQ ",15.1018597670251,"AB","Hot variable",7,3,253
2014,12,"Deep Canyon ",15.6042116935484,"DC","Hot variable",8,1,141
2014,12,"Elliott ",15.7662573924731,"EC","Hot variable",8,3,205
2014,12,"James ",3.66380810504926,"SJ","Cold variable",7,2,205
2014,12,"McLaughlin ",10.299385640681,"M","Hot stable",9,2,157
2014,12,"Pinyon Crest",10.7510625471705,"PF","Hot variable",7,3,221
2015,1,"Anza Borrego HQ ",15.0836750672043,"AB","Hot variable",7,3,253
2015,1,"Deep Canyon ",16.2863033154122,"DC","Hot variable",8,1,141
2015,1,"Elliott ",16.1916818996416,"EC","Hot variable",8,3,205
2015,1,"James ",2.5486308638274,"SJ","Cold variable",7,2,205
2015,1,"McLaughlin ",10.7812348790323,"M","Hot stable",9,2,157
2015,1,"Pinyon Crest",12.3311638156345,"PF","Hot variable",7,3,221
2015,2,"Anza Borrego HQ ",21.2580939980159,"AB","Hot variable",7,3,253
2015,2,"Elliott ",19.9205133928571,"EC","Hot variable",8,3,205
2015,2,"James ",4.55717904761905,"SJ","Cold variable",7,2,205
2015,2,"McLaughlin ",12.7048671875,"M","Hot stable",9,2,157
2015,2,"Pinyon Crest",17.9737040770609,"PF","Hot variable",7,3,221
2015,3,"Anza Borrego HQ ",25.3600404345878,"AB","Hot variable",7,3,253
2015,3,"Elliott ",22.6844959677419,"EC","Hot variable",8,3,205
2015,3,"Pinyon Crest",20.5169752158684,"PF","Hot variable",7,3,221
2015,3,"SNARL ",8.82176806485215,"S","Cold variable",3,7,128
2015,4,"SNARL ",11.8364516365741,"S","Cold variable",3,7,128
2015,5,"SNARL ",13.9557675113127,"S","Cold variable",3,7,128
2015,6,"SNARL ",21.8672590277778,"S","Cold variable",3,7,128
2015,7,"Anza Borrego HQ ",38.8897289426523,"AB","Hot variable",7,3,253
2015,7,"James ",22.0014482526882,"SJ","Cold variable",7,2,205
2015,7,"Pinyon Crest",33.0675242690737,"PF","Hot variable",7,3,221
2015,7,"SNARL ",20.9030200492832,"S","Cold variable",3,7,128
2015,8,"Anza Borrego HQ ",41.3375123207885,"AB","Hot variable",7,3,253
2015,8,"Deep Canyon ",40.5967272319426,"DC","Hot variable",8,1,141
2015,8,"Elliott ",31.6384688620072,"EC","Hot variable",8,3,205
2015,8,"James ",20.8337175179211,"SJ","Cold variable",7,2,205
2015,8,"Pinyon Crest",35.9826530203862,"PF","Hot variable",7,3,221
2015,9,"Anza Borrego HQ ",36.5475196759259,"AB","Hot variable",7,3,253
2015,9,"Deep Canyon ",36.4213472222222,"DC","Hot variable",8,1,141
2015,9,"Elliott ",30.3376261574074,"EC","Hot variable",8,3,205
2015,9,"James ",16.6202256944444,"SJ","Cold variable",7,2,205
2015,9,"McLaughlin ",25.5023298611111,"M","Hot stable",9,2,157
2015,9,"Pinyon Crest",30.8500126557819,"PF","Hot variable",7,3,221
2015,10,"Anza Borrego HQ ",30.0754121863799,"AB","Hot variable",7,3,253
2015,10,"Deep Canyon ",29.7178057795699,"DC","Hot variable",8,1,141
2015,10,"Elliott ",25.9698499103943,"EC","Hot variable",8,3,205
2015,10,"James ",11.6837813620072,"SJ","Cold variable",7,2,205
2015,10,"McLaughlin ",22.3633627946128,"M","Hot stable",9,2,157
2015,10,"Pinyon Crest",24.4659127569832,"PF","Hot variable",7,3,221
2015,11,"Anza Borrego HQ ",19.2850959490741,"AB","Hot variable",7,3,253
2015,11,"Deep Canyon ",19.9676574074074,"DC","Hot variable",8,1,141
2015,11,"Elliott ",18.6233398934939,"EC","Hot variable",8,3,205
2015,11,"James ",3.32751550462963,"SJ","Cold variable",7,2,205
2015,11,"Pinyon Crest",14.9244379721887,"PF","Hot variable",7,3,221
2015,12,"Anza Borrego HQ ",14.3080293458781,"AB","Hot variable",7,3,253
2015,12,"Deep Canyon ",14.6681930105071,"DC","Hot variable",8,1,141
2015,12,"Elliott ",14.5420479390681,"EC","Hot variable",8,3,205
2015,12,"James ",0.493804755376344,"SJ","Cold variable",7,2,205
2015,12,"Pinyon Crest",9.8010625471705,"PF","Hot variable",7,3,221
2016,1,"Anza Borrego HQ ",13.7070741487455,"AB","Hot variable",7,3,253
2016,1,"Deep Canyon ",13.8969899193548,"DC","Hot variable",8,1,141
2016,1,"Elliott ",14.2041331765233,"EC","Hot variable",8,3,205
2016,1,"James ",-0.121990815480304,"SJ","Cold variable",7,2,205
2016,1,"Pinyon Crest",9.58116381563448,"PF","Hot variable",7,3,221
2016,2,"Anza Borrego HQ ",19.5166263170498,"AB","Hot variable",7,3,253
2016,2,"Elliott ",19.4901702586207,"EC","Hot variable",8,3,205
2016,2,"James ",2.57197716994178,"SJ","Cold variable",7,2,205
2016,2,"Pinyon Crest",17.6737040770609,"PF","Hot variable",7,3,221
2016,3,"Anza Borrego HQ ",24.5370105286738,"AB","Hot variable",7,3,253
2016,3,"Elliott ",20.4701948924731,"EC","Hot variable",8,3,205
2016,3,"Pinyon Crest",18.4669752158684,"PF","Hot variable",7,3,221
2016,3,"SNARL ",7.12161911435932,"S","Cold variable",3,7,128
2016,4,"SNARL ",11.5859634259259,"S","Cold variable",3,7,128
2016,5,"SNARL ",14.7132162858423,"S","Cold variable",3,7,128
2016,6,"SNARL ",22.0878170138889,"S","Cold variable",3,7,128
2016,7,"Anza Borrego HQ ",41.8775862455197,"AB","Hot variable",7,3,253
2016,7,"James ",28.4795518709388,"SJ","Cold variable",7,2,205
2016,7,"Pinyon Crest",36.8675242690737,"PF","Hot variable",7,3,221
2016,7,"SNARL ",25.538767921147,"S","Cold variable",3,7,128
2016,8,"Anza Borrego HQ ",40.9305533154122,"AB","Hot variable",7,3,253
2016,8,"Deep Canyon ",40.8921460573477,"DC","Hot variable",8,1,141
2016,8,"Elliott ",32.1101479157329,"EC","Hot variable",8,3,205
2016,8,"James ",25.1989706541219,"SJ","Cold variable",7,2,205
2016,8,"Pinyon Crest",35.3826530203862,"PF","Hot variable",7,3,221
2016,9,"Anza Borrego HQ ",33.3503518518519,"AB","Hot variable",7,3,253
2016,9,"Deep Canyon ",34.3194085648148,"DC","Hot variable",8,1,141
2016,9,"Elliott ",28.6272210648148,"EC","Hot variable",8,3,205
2016,9,"James ",16.9708867660764,"SJ","Cold variable",7,2,205
2016,9,"Pinyon Crest",28.5500126557819,"PF","Hot variable",7,3,221
2016,10,"Anza Borrego HQ ",28.295728046595,"AB","Hot variable",7,3,253
2016,10,"Deep Canyon ",29.1755748933303,"DC","Hot variable",8,1,141
2016,10,"Elliott ",25.3732437275986,"EC","Hot variable",8,3,205
2016,10,"James ",10.8141511627907,"SJ","Cold variable",7,2,205
2016,10,"Pinyon Crest",24.4659127569832,"PF","Hot variable",7,3,221
2016,11,"Anza Borrego HQ ",21.3259993055556,"AB","Hot variable",7,3,253
2016,11,"Deep Canyon ",22.5624386574074,"DC","Hot variable",8,1,141
2016,11,"Elliott ",21.0606287703016,"EC","Hot variable",8,3,205
2016,11,"James ",4.53428061747685,"SJ","Cold variable",7,2,205
2016,11,"Pinyon Crest",17.4744379721887,"PF","Hot variable",7,3,221
2016,12,"Anza Borrego HQ ",14.2569192428315,"AB","Hot variable",7,3,253
2016,12,"Deep Canyon ",14.9015779569892,"DC","Hot variable",8,1,141
2016,12,"Elliott ",15.1637523521505,"EC","Hot variable",8,3,205
2016,12,"James ",1.15416222691618,"SJ","Cold variable",7,2,205
2016,12,"Pinyon Crest",10.5510625471705,"PF","Hot variable",7,3,221
2017,1,"Anza Borrego HQ ",12.6685104166667,"AB","Hot variable",7,3,253
2017,1,"Deep Canyon ",12.7058374775986,"DC","Hot variable",8,1,141
2017,1,"Elliott ",13.5576019265233,"EC","Hot variable",8,3,205
2017,1,"James ",0.645670731070789,"SJ","Cold variable",7,2,205
2017,1,"McLaughlin ",7.13434416311898,"M","Hot stable",9,2,157
2017,1,"Pinyon Crest",7.73116381563448,"PF","Hot variable",7,3,221
2017,2,"Anza Borrego HQ ",16.8711061507937,"AB","Hot variable",7,3,253
2017,2,"Elliott ",15.888303150583,"EC","Hot variable",8,3,205
2017,2,"James ",2.14336396688167,"SJ","Cold variable",7,2,205
2017,2,"McLaughlin ",7.77744736842105,"M","Hot stable",9,2,157
2017,2,"Pinyon Crest",13.0737040770609,"PF","Hot variable",7,3,221
2017,3,"Anza Borrego HQ ",23.4207370071685,"AB","Hot variable",7,3,253
2017,3,"Elliott ",20.6138037634409,"EC","Hot variable",8,3,205
2017,3,"Pinyon Crest",19.3669752158684,"PF","Hot variable",7,3,221
2017,3,"SNARL ",0.284493842293907,"S","Cold variable",3,7,128
2017,4,"SNARL ",8.04417411111111,"S","Cold variable",3,7,128
2017,5,"SNARL ",16.0414945116487,"S","Cold variable",3,7,128
2017,6,"SNARL ",23.465196412037,"S","Cold variable",3,7,128
2017,7,"Anza Borrego HQ ",43.9253651433692,"AB","Hot variable",7,3,253
2017,7,"James ",29.0870082885305,"SJ","Cold variable",7,2,205
2017,7,"Pinyon Crest",36.6675242690737,"PF","Hot variable",7,3,221
2017,7,"SNARL ",24.3379693100358,"S","Cold variable",3,7,128
2017,8,"Anza Borrego HQ ",43.4976512096774,"AB","Hot variable",7,3,253
2017,8,"Deep Canyon ",40.5794007616487,"DC","Hot variable",8,1,141
2017,8,"Elliott ",31.8044455645161,"EC","Hot variable",8,3,205
2017,8,"James ",23.886535246272,"SJ","Cold variable",7,2,205
2017,8,"Merced",36.2123123122973,"ME","Hot stable",8,3,205
2017,8,"Pinyon Crest",35.6326530203862,"PF","Hot variable",7,3,221
2017,9,"Anza Borrego HQ ",36.6837905092593,"AB","Hot variable",7,3,253
2017,9,"Deep Canyon ",34.6884768518519,"DC","Hot variable",8,1,141
2017,9,"Elliott ",29.1121168981481,"EC","Hot variable",8,3,205
2017,9,"James ",17.271015162037,"SJ","Cold variable",7,2,205
2017,9,"Merced",32.7051697531111,"ME","Hot stable",8,3,205
2017,9,"Pinyon Crest",28.3000126557819,"PF","Hot variable",7,3,221
2017,10,"Anza Borrego HQ ",30.897976030466,"AB","Hot variable",7,3,253
2017,10,"Deep Canyon ",30.6236167114695,"DC","Hot variable",8,1,141
2017,10,"Elliott ",27.1613664874552,"EC","Hot variable",8,3,205
2017,10,"James ",11.4520663111523,"SJ","Cold variable",7,2,205
2017,10,"Merced",25.2148197994482,"ME","Hot stable",8,3,205
2017,10,"Pinyon Crest",25.6659127569832,"PF","Hot variable",7,3,221
2017,11,"Anza Borrego HQ ",23.4295335648148,"AB","Hot variable",7,3,253
2017,11,"Deep Canyon ",23.4346226851852,"DC","Hot variable",8,1,141
2017,11,"Elliott ",21.4952141203704,"EC","Hot variable",8,3,205
2017,11,"James ",6.16558760935234,"SJ","Cold variable",7,2,205
2017,11,"Merced",19.3183641974306,"ME","Hot stable",8,3,205
2017,11,"Pinyon Crest",19.6244379721887,"PF","Hot variable",7,3,221
2017,11,"Quail Ridge ",14.6036475694444,"QR","Hot variable",11,5,189
2017,12,"Anza Borrego HQ ",17.2837296146953,"AB","Hot variable",7,3,253
2017,12,"Deep Canyon ",17.3476355286738,"DC","Hot variable",8,1,141
2017,12,"Elliott ",18.7100784050179,"EC","Hot variable",8,3,205
2017,12,"James ",1.31562701937724,"SJ","Cold variable",7,2,205
2017,12,"Merced",12.3320604972251,"ME","Hot stable",8,3,205
2017,12,"Pinyon Crest",14.6510625471705,"PF","Hot variable",7,3,221
2017,12,"Quail Ridge ",9.9293334453405,"QR","Hot variable",11,5,189
2018,1,"Anza Borrego HQ ",17.691477374552,"AB","Hot variable",7,3,253
2018,1,"Deep Canyon ",17.8418481182796,"DC","Hot variable",8,1,141
2018,1,"Elliott ",17.8818268369176,"EC","Hot variable",8,3,205
2018,1,"James ",2.92314745621737,"SJ","Cold variable",7,2,205
2018,1,"Merced",12.8366935484099,"ME","Hot stable",8,3,205
2018,1,"Pinyon Crest",13.5811638156345,"PF","Hot variable",7,3,221
2018,1,"Quail Ridge ",11.0647312948029,"QR","Hot variable",11,5,189
2018,2,"Anza Borrego HQ ",19.3941514512528,"AB","Hot variable",7,3,253
2018,2,"Elliott ",18.6531138392857,"EC","Hot variable",8,3,205
2018,2,"James ",2.57182656449553,"SJ","Cold variable",7,2,205
2018,2,"Merced",12.758101851942,"ME","Hot stable",8,3,205
2018,2,"Pinyon Crest",13.1237040770609,"PF","Hot variable",7,3,221
2018,2,"Quail Ridge ",10.5704061259921,"QR","Hot variable",11,5,189
2018,3,"Anza Borrego HQ ",24.0805723566308,"AB","Hot variable",7,3,253
2018,3,"Elliott ",18.9117226702509,"EC","Hot variable",8,3,205
2018,3,"Merced",13.8456873316981,"ME","Hot stable",8,3,205
2018,3,"Pinyon Crest",15.8669752158684,"PF","Hot variable",7,3,221
2018,3,"Quail Ridge ",10.7887793165468,"QR","Hot variable",11,5,189
2018,3,"SNARL ",3.32492744097222,"S","Cold variable",3,7,128
2018,4,"Jepson ",17.8236787280702,"J","Hot stable",8,4,237
2018,4,"Quail Ridge ",15.7924906646751,"QR","Hot variable",11,5,189
2018,4,"SNARL ",11.1599605335648,"S","Cold variable",3,7,128
2018,5,"Quail Ridge ",24.3952542562724,"QR","Hot variable",11,5,189
2018,5,"SNARL ",15.039851714028,"S","Cold variable",3,7,128
2018,6,"SNARL ",24.1712722222222,"S","Cold variable",3,7,128
2018,7,"Anza Borrego HQ ",43.2187242472266,"AB","Hot variable",7,3,253
2018,7,"James ",25.5647880690738,"SJ","Cold variable",7,2,205
2018,7,"Pinyon Crest",36.6675242690737,"PF","Hot variable",7,3,221
2018,7,"SNARL ",25.0411794354839,"S","Cold variable",3,7,128
2018,8,"Anza Borrego HQ ",43.2791801075269,"AB","Hot variable",7,3,253
2018,8,"Deep Canyon ",40.6818481182796,"DC","Hot variable",8,1,141
2018,8,"Elliott ",33.6868481182796,"EC","Hot variable",8,3,205
2018,8,"James ",23.5030768369176,"SJ","Cold variable",7,2,205
2018,8,"Jepson ",27.3865311379928,"J","Hot stable",8,4,237
2018,8,"Pinyon Crest",35.1826530203862,"PF","Hot variable",7,3,221
2018,9,"Anza Borrego HQ ",39.3072858796296,"AB","Hot variable",7,3,253
2018,9,"Deep Canyon ",37.6651853188929,"DC","Hot variable",8,1,141
2018,9,"Elliott ",29.652224537037,"EC","Hot variable",8,3,205
2018,9,"James ",19.2905335648148,"SJ","Cold variable",7,2,205
2018,9,"Jepson ",24.986587962963,"J","Hot stable",8,4,237
2018,9,"McLaughlin ",26.0317638888889,"M","Hot stable",9,2,157
2018,9,"Pinyon Crest",32.3000126557819,"PF","Hot variable",7,3,221
2018,10,"Anza Borrego HQ ",28.5128012992832,"AB","Hot variable",7,3,253
2018,10,"Deep Canyon ",27.7266286681716,"DC","Hot variable",8,1,141
2018,10,"Elliott ",24.8461547939068,"EC","Hot variable",8,3,205
2018,10,"James ",10.9040967958772,"SJ","Cold variable",7,2,205
2018,10,"Jepson ",21.2365456989247,"J","Hot stable",8,4,237
2018,10,"McLaughlin ",19.0578494623656,"M","Hot stable",9,2,157
2018,10,"Pinyon Crest",22.2159127569832,"PF","Hot variable",7,3,221
2018,11,"Anza Borrego HQ ",21.0887326388889,"AB","Hot variable",7,3,253
2018,11,"Deep Canyon ",21.2629444990177,"DC","Hot variable",8,1,141
2018,11,"Elliott ",21.2981018518519,"EC","Hot variable",8,3,205
2018,11,"James ",3.7366568287037,"SJ","Cold variable",7,2,205
2018,11,"Jepson ",15.0046898148148,"J","Hot stable",8,4,237
2018,11,"McLaughlin ",14.1591122685185,"M","Hot stable",9,2,157
2018,11,"Pinyon Crest",17.0744379721887,"PF","Hot variable",7,3,221
2018,11,"Quail Ridge ",16.1791678240741,"QR","Hot variable",11,5,189
2018,12,"Anza Borrego HQ ",13.8856572580645,"AB","Hot variable",7,3,253
2018,12,"Deep Canyon ",14.5889547491039,"DC","Hot variable",8,1,141
2018,12,"Elliott ",15.2509912634409,"EC","Hot variable",8,3,205
2018,12,"James ",1.31619634856631,"SJ","Cold variable",7,2,205
2018,12,"Jepson ",11.7145732526882,"J","Hot stable",8,4,237
2018,12,"McLaughlin ",8.96034677419355,"M","Hot stable",9,2,157
2018,12,"Pinyon Crest",11.0010625471705,"PF","Hot variable",7,3,221
2018,12,"Quail Ridge ",10.7261757392473,"QR","Hot variable",11,5,189
2019,1,"Anza Borrego HQ ",12.8718644713262,"AB","Hot variable",7,3,253
2019,1,"Deep Canyon ",13.2399315636201,"DC","Hot variable",8,1,141
2019,1,"Elliott ",14.5206672267025,"EC","Hot variable",8,3,205
2019,1,"James ",-0.0364051299283154,"SJ","Cold variable",7,2,205
2019,1,"Jepson ",10.9785104166667,"J","Hot stable",8,4,237
2019,1,"McLaughlin ",8.78789639336918,"M","Hot stable",9,2,157
2019,1,"Pinyon Crest",9.78116381563448,"PF","Hot variable",7,3,221
2019,1,"Quail Ridge ",9.67630846774193,"QR","Hot variable",11,5,189
2019,2,"Anza Borrego HQ ",13.1810355902778,"AB","Hot variable",7,3,253
2019,2,"Elliott ",13.1273892609127,"EC","Hot variable",8,3,205
2019,2,"James ",0.457010912698413,"SJ","Cold variable",7,2,205
2019,2,"Jepson ",10.224455109127,"J","Hot stable",8,4,237
2019,2,"McLaughlin ",7.68924317956349,"M","Hot stable",9,2,157
2019,2,"Pinyon Crest",7.92370407706093,"PF","Hot variable",7,3,221
2019,2,"Quail Ridge ",9.33346862599206,"QR","Hot variable",11,5,189
2019,3,"Anza Borrego HQ ",21.1536872759857,"AB","Hot variable",7,3,253
2019,3,"Bodega ",11.9913316532258,"B","Cold stable",3,7,112
2019,3,"Elliott ",17.4575873655914,"EC","Hot variable",8,3,205
2019,3,"Jepson ",12.5711615143369,"J","Hot stable",8,4,237
2019,3,"Pinyon Crest",14.9669752158684,"PF","Hot variable",7,3,221
2019,3,"Quail Ridge ",11.581185483871,"QR","Hot variable",11,5,189
2019,3,"SNARL ",0.304006944444444,"S","Cold variable",3,7,128
2019,4,"Bodega ",14.1733148148148,"B","Cold stable",3,7,112
2019,4,"Jepson ",17.121369212963,"J","Hot stable",8,4,237
2019,4,"Quail Ridge ",16.2528616898148,"QR","Hot variable",11,5,189
2019,4,"SNARL ",6.87659282407407,"S","Cold variable",3,7,128
2019,5,"Bodega ",14.7556261200717,"B","Cold stable",3,7,112
2019,5,"Quail Ridge ",21.0441067025331,"QR","Hot variable",11,5,189
2019,5,"SNARL ",13.2888267249104,"S","Cold variable",3,7,128
2019,6,"Bodega ",16.5659259259259,"B","Cold stable",3,7,112
2019,6,"SNARL ",20.3161096064815,"S","Cold variable",3,7,128
2019,7,"Anza Borrego HQ ",40.9756978046595,"AB","Hot variable",7,3,253
2019,7,"Bodega ",16.9830667562724,"B","Cold stable",3,7,112
2019,7,"James ",26.3829413082437,"SJ","Cold variable",7,2,205
2019,7,"Pinyon Crest",35.8175242690737,"PF","Hot variable",7,3,221
2019,7,"SNARL ",24.6270474910394,"S","Cold variable",3,7,128
2019,8,"Anza Borrego HQ ",43.242915546595,"AB","Hot variable",7,3,253
2019,8,"Deep Canyon ",40.6333422939068,"DC","Hot variable",8,1,141
2019,8,"Elliott ",32.6993189964158,"EC","Hot variable",8,3,205
2019,8,"James ",23.9424854390681,"SJ","Cold variable",7,2,205
2019,8,"Jepson ",26.7119265232975,"J","Hot stable",8,4,237
2019,8,"Pinyon Crest",36.8326530203862,"PF","Hot variable",7,3,221
2019,9,"Anza Borrego HQ ",38.3895949074074,"AB","Hot variable",7,3,253
2019,9,"Deep Canyon ",35.3081747685185,"DC","Hot variable",8,1,141
2019,9,"Elliott ",30.3861944444444,"EC","Hot variable",8,3,205
2019,9,"James ",17.9444380787037,"SJ","Cold variable",7,2,205
2019,9,"Jepson ",24.63846875,"J","Hot stable",8,4,237
2019,9,"McLaughlin ",26.9248020833333,"M","Hot stable",9,2,157
2019,9,"Pinyon Crest",29.7500126557819,"PF","Hot variable",7,3,221
2019,10,"Anza Borrego HQ ",30.4149708781362,"AB","Hot variable",7,3,253
2019,10,"Deep Canyon ",28.6229771505376,"DC","Hot variable",8,1,141
2019,10,"Elliott ",26.3378909050179,"EC","Hot variable",8,3,205
2019,10,"James ",9.02626836917563,"SJ","Cold variable",7,2,205
2019,10,"Jepson ",19.4623879928315,"J","Hot stable",8,4,237
2019,10,"McLaughlin ",20.8745665322581,"M","Hot stable",9,2,157
2019,10,"Pinyon Crest",24.4659127569832,"PF","Hot variable",7,3,221
2019,11,"Anza Borrego HQ ",22.4308668981481,"AB","Hot variable",7,3,253
2019,11,"Deep Canyon ",21.5528523148148,"DC","Hot variable",8,1,141
2019,11,"Elliott ",20.4890289351852,"EC","Hot variable",8,3,205
2019,11,"James ",2.96902743055556,"SJ","Cold variable",7,2,205
2019,11,"Jepson ",15.1233923611111,"J","Hot stable",8,4,237
2019,11,"McLaughlin ",16.2710924768519,"M","Hot stable",9,2,157
2019,11,"Pinyon Crest",19.3744379721887,"PF","Hot variable",7,3,221
2019,11,"Quail Ridge ",16.051308912037,"QR","Hot variable",11,5,189
2019,12,"Anza Borrego HQ ",13.8304722222222,"AB","Hot variable",7,3,253
2019,12,"Deep Canyon ",13.3466656586022,"DC","Hot variable",8,1,141
2019,12,"Elliott ",14.3434124103943,"EC","Hot variable",8,3,205
2019,12,"James ",0.242153785842294,"SJ","Cold variable",7,2,205
2019,12,"Jepson ",11.8254744623656,"J","Hot stable",8,4,237
2019,12,"McLaughlin ",10.0807600806452,"M","Hot stable",9,2,157
2019,12,"Pinyon Crest",9.7510625471705,"PF","Hot variable",7,3,221
2019,12,"Point Reyes ",9.06460595867371,"P","Cold stable",11,5,205
2019,12,"Quail Ridge ",10.5533205645161,"QR","Hot variable",11,5,189
2020,1,"Anza Borrego HQ ",15.7062645609319,"AB","Hot variable",7,3,253
2020,1,"Deep Canyon ",15.2933165322581,"DC","Hot variable",8,1,141
2020,1,"Elliott ",15.3392271505376,"EC","Hot variable",8,3,205
2020,1,"James ",0.0811412410394265,"SJ","Cold variable",7,2,205
2020,1,"Jepson ",10.1134534050179,"J","Hot stable",8,4,237
2020,1,"McLaughlin ",8.81155913978495,"M","Hot stable",9,2,157
2020,1,"Pinyon Crest",13.3811638156345,"PF","Hot variable",7,3,221
2020,1,"Point Reyes ",9.3119417562724,"P","Cold stable",11,5,205
2020,1,"Quail Ridge ",9.72601209948465,"QR","Hot variable",11,5,189
2020,2,"Anza Borrego HQ ",19.1942959770115,"AB","Hot variable",7,3,253
2020,2,"Elliott ",17.9430172413793,"EC","Hot variable",8,3,205
2020,2,"James ",1.31215401197605,"SJ","Cold variable",7,2,205
2020,2,"Jepson ",10.7325611829502,"J","Hot stable",8,4,237
2020,2,"McLaughlin ",10.1942486829502,"M","Hot stable",9,2,157
2020,2,"Pinyon Crest",15.8237040770609,"PF","Hot variable",7,3,221
2020,2,"Point Reyes ",9.83328934131737,"P","Cold stable",11,5,205
2020,2,"Quail Ridge ",12.2340605842912,"QR","Hot variable",11,5,189
