"Bin Name","Marker Lineage","# Genomes","# Markers","# Marker Sets","0","1","2","3","4","5+","Completeness","Contamination"
"365_output__TCS_genomes_21_DRAM","f__Streptomycetaceae",60,460,233,0,458,2,0,0,0,100,0.57
"366_output__TCS_genomes_21_DRAM","o__Burkholderiales",193,427,214,1,425,1,0,0,0,99.84,0.03
"367_output__TCS_genomes_22_DRAM","f__Enterobacteriaceae",223,876,305,1,874,1,0,0,0,99.89,0.08
"368_output__TCS_genomes_22_DRAM","o__Pseudomonadales",185,813,308,5,804,4,0,0,0,99.62,1.08
"369_output__TCS_genomes_22_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.13
"370_output__TCS_genomes_22_DRAM","f__Enterobacteriaceae",223,876,305,1,874,1,0,0,0,99.89,0.08
"371_output__TCS_genomes_22_DRAM","f__Burkholderiaceae",91,596,218,3,586,6,1,0,0,99.86,1.89
"372_output__TCS_genomes_22_DRAM","o__Bacillales",139,508,174,2,501,5,0,0,0,99.33,1.04
"373_output__TCS_genomes_22_DRAM","o__Burkholderiales",107,574,251,3,566,5,0,0,0,99.55,0.69
"374_output__TCS_genomes_22_DRAM","c__Gammaproteobacteria",228,583,244,1,581,1,0,0,0,99.86,0.14
"375_output__TCS_genomes_22_DRAM","c__Gammaproteobacteria",228,583,244,1,581,1,0,0,0,99.86,0.14
"376_output__TCS_genomes_22_DRAM","f__Enterobacteriaceae",223,876,305,1,873,2,0,0,0,99.99,0.12
"377_output__TCS_genomes_22_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.15
"378_output__TCS_genomes_22_DRAM","c__Gammaproteobacteria",228,583,244,0,582,1,0,0,0,100,0.14
"379_output__TCS_genomes_22_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.15
"380_output__TCS_genomes_22_DRAM","o__Pseudomonadales",185,813,308,1,810,2,0,0,0,99.96,0.19
"381_output__TCS_genomes_22_DRAM","f__Xanthomonadaceae",55,659,290,0,658,1,0,0,0,100,0.34
"382_output__TCS_genomes_22_DRAM","o__Pseudomonadales",185,813,308,1,811,1,0,0,0,99.92,0.11
"383_output__TCS_genomes_22_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"384_output__TCS_genomes_22_DRAM","o__Bacillales",139,508,174,2,498,6,2,0,0,99.35,1.82
"385_output__TCS_genomes_23_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"386_output__TCS_genomes_23_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.43
"387_output__TCS_genomes_23_DRAM","o__Bacillales",139,508,174,1,504,3,0,0,0,99.43,0.11
"388_output__TCS_genomes_23_DRAM","f__Burkholderiaceae",91,596,218,2,594,0,0,0,0,99.89,0
"389_output__TCS_genomes_23_DRAM","f__Enterobacteriaceae",223,876,305,3,872,1,0,0,0,99.73,0.08
"390_output__TCS_genomes_23_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"391_output__TCS_genomes_23_DRAM","o__Pseudomonadales",185,813,308,0,809,4,0,0,0,100,0.32
"392_output__TCS_genomes_23_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.54
"393_output__TCS_genomes_23_DRAM","f__Enterobacteriaceae",55,546,224,1,543,2,0,0,0,99.98,0.89
"394_output__TCS_genomes_23_DRAM","f__Enterobacteriaceae",55,546,224,1,543,2,0,0,0,99.98,0.89
"395_output__TCS_genomes_23_DRAM","f__Enterobacteriaceae",55,546,224,1,544,1,0,0,0,99.98,0.45
"396_output__TCS_genomes_23_DRAM","o__Burkholderiales",107,574,251,2,568,4,0,0,0,99.55,0.65
"397_output__TCS_genomes_23_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"398_output__TCS_genomes_23_DRAM","f__Enterobacteriaceae",55,546,224,0,542,4,0,0,0,100,0.52
"399_output__TCS_genomes_23_DRAM","o__Pseudomonadales",185,813,308,0,807,6,0,0,0,100,0.97
"400_output__TCS_genomes_23_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"55_output__TCS_genomes_4_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.43
"56_output__TCS_genomes_4_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"57_output__TCS_genomes_4_DRAM","o__Pseudomonadales",185,813,308,0,807,6,0,0,0,100,1.08
"58_output__TCS_genomes_4_DRAM","root",5656,56,24,1,0,55,0,0,0,98.96,98.96
"59_output__TCS_genomes_4_DRAM","f__Enterobacteriaceae",55,546,224,0,546,0,0,0,0,100,0
"60_output__TCS_genomes_4_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"61_output__TCS_genomes_4_DRAM","o__Pseudomonadales",185,813,308,1,809,3,0,0,0,99.92,0.24
"62_output__TCS_genomes_4_DRAM","f__Enterobacteriaceae",157,1005,324,1,1003,1,0,0,0,99.96,0.08
"63_output__TCS_genomes_4_DRAM","c__Gammaproteobacteria",1164,275,174,0,275,0,0,0,0,100,0
"64_output__TCS_genomes_4_DRAM","o__Pseudomonadales",185,813,308,1,811,1,0,0,0,99.92,0.11
"65_output__TCS_genomes_4_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.14
"66_output__TCS_genomes_4_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.14
"67_output__TCS_genomes_4_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"68_output__TCS_genomes_4_DRAM","o__Pseudomonadales",185,813,308,0,808,5,0,0,0,100,0.31
"69_output__TCS_genomes_4_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.43
"70_output__TCS_genomes_4_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.22
"71_output__TCS_genomes_4_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"72_output__TCS_genomes_4_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.76
"73_output__TCS_genomes_5_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.14
"74_output__TCS_genomes_5_DRAM","o__Pseudomonadales",185,813,308,0,809,4,0,0,0,100,0.25
"75_output__TCS_genomes_5_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"76_output__TCS_genomes_5_DRAM","f__Comamonadaceae",39,693,323,3,685,5,0,0,0,99.07,0.84
"77_output__TCS_genomes_5_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"78_output__TCS_genomes_5_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.43
"79_output__TCS_genomes_5_DRAM","o__Pseudomonadales",185,813,308,0,804,9,0,0,0,100,1.33
"80_output__TCS_genomes_5_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"81_output__TCS_genomes_5_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.14
"82_output__TCS_genomes_5_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"83_output__TCS_genomes_5_DRAM","o__Pseudomonadales",185,813,308,1,811,1,0,0,0,99.92,0.11
"84_output__TCS_genomes_5_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"85_output__TCS_genomes_5_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"86_output__TCS_genomes_5_DRAM","o__Pseudomonadales",185,813,308,1,811,1,0,0,0,99.68,0.11
"87_output__TCS_genomes_5_DRAM","o__Pseudomonadales",185,813,308,1,811,1,0,0,0,99.68,0.11
"88_output__TCS_genomes_5_DRAM","o__Pseudomonadales",185,813,308,1,809,3,0,0,0,99.84,0.46
"89_output__TCS_genomes_5_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"90_output__TCS_genomes_5_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"100_output__TCS_genomes_6_DRAM","f__Enterobacteriaceae",223,876,305,1,873,2,0,0,0,99.89,0.12
"101_output__TCS_genomes_6_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"102_output__TCS_genomes_6_DRAM","f__Enterobacteriaceae",223,876,305,1,873,2,0,0,0,99.89,0.12
"103_output__TCS_genomes_6_DRAM","f__Enterobacteriaceae",223,876,305,0,874,2,0,0,0,100,0.11
"104_output__TCS_genomes_6_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.22
"105_output__TCS_genomes_6_DRAM","o__Pseudomonadales",185,813,308,0,809,4,0,0,0,100,0.23
"106_output__TCS_genomes_6_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.45
"107_output__TCS_genomes_6_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.45
"91_output__TCS_genomes_6_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.19
"92_output__TCS_genomes_6_DRAM","f__Enterobacteriaceae",223,876,305,1,873,2,0,0,0,99.89,0.12
"93_output__TCS_genomes_6_DRAM","f__Enterobacteriaceae",157,1005,324,0,1000,5,0,0,0,100,0.45
"94_output__TCS_genomes_6_DRAM","k__Bacteria",5449,103,57,0,3,98,2,0,0,100,99.65
"95_output__TCS_genomes_6_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"96_output__TCS_genomes_6_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"96reseq_output__TCS_genomes_6_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"97_output__TCS_genomes_6_DRAM","o__Pseudomonadales",185,813,308,1,810,2,0,0,0,99.68,0.17
"98_output__TCS_genomes_6_DRAM","o__Pseudomonadales",185,813,308,0,808,5,0,0,0,100,0.24
"99_output__TCS_genomes_6_DRAM","o__Pseudomonadales",185,813,308,0,805,8,0,0,0,100,0.43
"108_output__TCS_genomes_7_DRAM","o__Pseudomonadales",185,813,308,0,809,3,1,0,0,100,0.87
"109_output__TCS_genomes_7_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.14
"110_output__TCS_genomes_7_DRAM","c__Gammaproteobacteria",1164,275,174,1,272,2,0,0,0,99.43,0.57
"111_output__TCS_genomes_7_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.54
"112_output__TCS_genomes_7_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.22
"113_output__TCS_genomes_7_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.22
"114_output__TCS_genomes_7_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"115_output__TCS_genomes_7_DRAM","o__Pseudomonadales",185,813,308,0,807,5,1,0,0,100,1.03
"116_output__TCS_genomes_7_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"117_output__TCS_genomes_7_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"118_output__TCS_genomes_7_DRAM","f__Enterobacteriaceae",223,876,305,0,872,4,0,0,0,100,0.49
"119_output__TCS_genomes_7_DRAM","o__Pseudomonadales",185,813,308,1,811,1,0,0,0,99.92,0.11
"120_output__TCS_genomes_7_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"121_output__TCS_genomes_7_DRAM","o__Pseudomonadales",185,813,308,0,809,3,0,1,0,100,1.46
"122_output__TCS_genomes_7_DRAM","o__Pseudomonadales",185,813,308,0,780,32,1,0,0,100,5.36
"123_output__TCS_genomes_7_DRAM","o__Pseudomonadales",185,813,308,0,780,32,1,0,0,100,5.36
"124_output__TCS_genomes_7_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.19
"125_output__TCS_genomes_7_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"126_output__TCS_genomes_8_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"127_output__TCS_genomes_8_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.22
"128_output__TCS_genomes_8_DRAM","f__Enterobacteriaceae",157,1005,324,1,1003,1,0,0,0,99.96,0.08
"129_output__TCS_genomes_8_DRAM","o__Pseudomonadales",185,813,308,1,810,2,0,0,0,99.84,0.14
"130_output__TCS_genomes_8_DRAM","c__Gammaproteobacteria",1164,275,174,0,275,0,0,0,0,100,0
"131_output__TCS_genomes_8_DRAM","c__Gammaproteobacteria",1164,275,174,0,275,0,0,0,0,100,0
"132_output__TCS_genomes_8_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.22
"133_output__TCS_genomes_8_DRAM","o__Pseudomonadales",185,813,308,0,795,18,0,0,0,100,2.09
"134_output__TCS_genomes_8_DRAM","c__Gammaproteobacteria",1164,275,174,1,274,0,0,0,0,99.43,0
"135_output__TCS_genomes_8_DRAM","f__Xanthomonadaceae",55,659,290,1,657,1,0,0,0,99.83,0.04
"136_output__TCS_genomes_8_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.45
"137_output__TCS_genomes_8_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"138_output__TCS_genomes_8_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.38
"139_output__TCS_genomes_8_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.22
"140_output__TCS_genomes_8_DRAM","f__Enterobacteriaceae",55,546,224,0,545,1,0,0,0,100,0.03
"141_output__TCS_genomes_8_DRAM","c__Gammaproteobacteria",228,583,244,1,581,1,0,0,0,99.94,0.14
"141reseq_output__TCS_genomes_8_DRAM","c__Gammaproteobacteria",228,583,244,3,574,6,0,0,0,99.47,1.05
"142_output__TCS_genomes_8_DRAM","c__Gammaproteobacteria",228,583,244,1,581,1,0,0,0,99.94,0.14
"143_output__TCS_genomes_9_DRAM","c__Gammaproteobacteria",228,583,244,1,581,1,0,0,0,99.94,0.14
"144_output__TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,1,810,2,0,0,0,99.68,0.19
"145_output__TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,1,810,2,0,0,0,99.68,0.19
"146_output__TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,1,811,1,0,0,0,99.68,0.11
"147_output__TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,1,810,2,0,0,0,99.68,0.19
"148_output__TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.45
"149_output__TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.15
"150_output__TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.51
"151_output__TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,0,806,7,0,0,0,100,0.68
"152_output__TCS_genomes_9_DRAM","o__Flavobacteriales",123,324,204,0,322,2,0,0,0,100,0.74
"153_output__TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"154_output__TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"155_output__TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"156_output__TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,0,736,76,1,0,0,100,10.36
"157_output__TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,0,808,5,0,0,0,100,1.16
"158_output__TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,0,808,5,0,0,0,100,1.16
"159_output__TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,0,808,5,0,0,0,100,1.16
"160_output__TCS_genomes_9_DRAM","o__Pseudomonadales",185,813,308,0,808,5,0,0,0,100,1.16
"161_output__TCS_genomes_10_DRAM","o__Pseudomonadales",185,813,308,0,808,5,0,0,0,100,0.52
"162_output__TCS_genomes_10_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11
"163_output__TCS_genomes_10_DRAM","o__Pseudomonadales",185,813,308,0,808,5,0,0,0,100,0.71
"164_output__TCS_genomes_10_DRAM","o__Pseudomonadales",185,813,308,0,808,5,0,0,0,100,0.45
"165_output__TCS_genomes_10_DRAM","f__Xanthomonadaceae",55,659,290,0,657,2,0,0,0,100,0.13
"166_output__TCS_genomes_10_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.22
"167_output__TCS_genomes_10_DRAM","k__Bacteria",5449,103,57,0,16,86,1,0,0,100,96.55
"168_output__TCS_genomes_10_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.22
"169_output__TCS_genomes_10_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.38
"170_output__TCS_genomes_10_DRAM","o__Pseudomonadales",185,813,308,0,809,4,0,0,0,100,0.49
"171_output__TCS_genomes_10_DRAM","c__Gammaproteobacteria",899,312,185,1,311,0,0,0,0,99.97,0
"172_output__TCS_genomes_10_DRAM","o__Alteromonadales",30,868,324,2,861,4,1,0,0,99.84,1.07
"173_output__TCS_genomes_10_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.13
"174_output__TCS_genomes_10_DRAM","o__Pseudomonadales",185,813,308,0,809,4,0,0,0,100,0.36
"175_output__TCS_genomes_10_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.22
"176_output__TCS_genomes_10_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.22
"177_output__TCS_genomes_10_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.22
"178_output__TCS_genomes_10_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.16
